,id,name,address,city,postalcode,phone,source
9800,9801,Qdoba Mexican Grill,2400 E 10th St,Sioux Falls ,57103,(605) 332-2434,yellow_pages
9801,9802,Bobby O's,653 N Main Ave,Garretson ,57030,(605) 594-6469,yellow_pages
9802,9803,Big Drop Cafe,1415 Grand Falls Blvd,Larchwood ,51241,(712) 777-7777,yellow_pages
9803,9804,Roberts Buffet,1415 Grand Falls Blvd,Larchwood ,51241,(712) 777-7777,yellow_pages
9804,9805,Thatzza Pizza!,1100 S Highline Pl,Sioux Falls ,57110,(605) 271-9222,yellow_pages
9805,9806,Starbucks Coffee,1601 S Sycamore Ave,Sioux Falls ,57110,(605) 334-4570,yellow_pages
9806,9807,Papa Murphy's Take N Bake Pizza,1608 S Sycamore Ave,Sioux Falls ,57110,(605) 335-7272,yellow_pages
9807,9808,Starbucks Coffee,3020 E 10th St,Sioux Falls ,57103,(605) 336-8947,yellow_pages
9808,9809,Bagel Boy,3200 E 26th St,Sioux Falls ,57103,(605) 336-8366,yellow_pages
9809,9810,Shalom Ethiopian Coffee House,1701 E 10th St,Sioux Falls ,57103,(605) 339-2919,yellow_pages
9810,9811,Papa John's Pizza,1914 S Sycamore Ave,Sioux Falls ,57110,(605) 371-7272,yellow_pages
9811,9812,Touch Of Europe,337 S Phillips Ave,Sioux Falls ,57104,(605) 336-3066,yellow_pages
9812,9813,Sanaa's 8th Street Gourmet,401 E 8th St Ste 100,Sioux Falls ,57103,(605) 275-2516,yellow_pages
9813,9814,Brothers Brasserie,334 S Phillips Ave,Sioux Falls ,57104,(605) 275-3181,yellow_pages
9814,9815,Zoni Pies,196 E 6th St Ste 101,Sioux Falls ,57104,(605) 335-1700,yellow_pages
9815,9816,Chedd's Gourmet Grilled Cheese,323 S Phillips Ave,Sioux Falls ,57104,(605) 274-7676,yellow_pages
9816,9817,Hemme Brothers,230 S Phillips Ave Ste 101,Sioux Falls ,57104,(605) 334-3301,yellow_pages
9817,9818,Falls Overlook Cafe,825 N Weber Ave,Sioux Falls ,57103,(605) 367-4885,yellow_pages
9818,9819,Buffaloberries,804 S Phillips Ave,Sioux Falls ,57104,(605) 271-8280,yellow_pages
9819,9820,Casa Del Rey,901 W Russell St,Sioux Falls ,57104,(605) 338-6078,yellow_pages
9820,9821,Kaladi's,121 S Main Ave,Sioux Falls ,57104,(605) 977-0888,yellow_pages
9821,9822,Casa Del Rey,201 N Minnesota Ave Ste 104,Sioux Falls ,57104,(605) 338-0283,yellow_pages
9822,9823,McKean Pizza,9003 Main St,Mc Kean ,16426,(814) 476-1577,yellow_pages
9823,9824,Beechwood Restaurant Bar-Grill,6401 Gorski Rd,Fairview ,16415,(814) 833-0527,yellow_pages
9824,9825,Olive Garden Italian Restaurant,,,,,yellow_pages
9825,9826,B W's Grill,6467 Sterrettania Rd,Fairview ,16415,(814) 838-7647,yellow_pages
9826,9827,Great American Grill,2225 Downs Dr,Erie ,16509,(814) 314-0347,yellow_pages
9827,9828,Cracker Barrel Old Country Store,7810 Interstate Dr,Erie ,16509,(814) 868-2500,yellow_pages
9828,9829,Texas Roadhouse,7475 Peach St,Erie ,16509,(814) 864-9494,yellow_pages
9829,9830,Lorie's Wildridge Restaurant,5455 W Ridge Rd Ste A,Erie ,16506,(814) 838-3402,yellow_pages
9830,9831,Pittsburgh Inn,3725 W Lake Rd,Erie ,16505,(814) 833-0925,yellow_pages
9831,9832,Alto Cucina Inc,3531 W Lake Rd,Erie ,16505,(814) 835-3900,yellow_pages
9832,9833,Old Country Buffet,7200 Peach St Unit 14,Erie ,16509,(814) 866-5671,yellow_pages
9833,9834,Smokey Bones Bar & Fire Grill,2074 Interchange Rd,Erie ,16565,(814) 868-3388,yellow_pages
9834,9835,Raj Mahal Indian Restaurant,2740 W 12th St,Erie ,16505,(814) 838-1055,yellow_pages
9835,9836,Quaker Steak & Lube,7851 Peach St,Erie ,16509,(814) 864-9464,yellow_pages
9836,9837,Buffalo Wild Wings,2099 Interchange Rd,Erie ,16509,(814) 868-9464,yellow_pages
9837,9838,O'Charley's,2077 Interchange Rd,Erie ,16509,(814) 464-2957,yellow_pages
9838,9839,Perkins Restaurant & Bakery,4403 Peach St,Erie ,16509,(814) 864-0497,yellow_pages
9839,9840,Olive Garden Italian Restaurant,5945 Peach St,Erie ,16509,(814) 580-9737,yellow_pages
9840,9841,Imperial China Buffet,5138 Peach St,Erie ,16509,(814) 864-3700,yellow_pages
9841,9842,Barbato's Italian Restaurants & Pizzeria,1529 W 38th St,Erie ,16508,(814) 868-1111,yellow_pages
9842,9843,Hoss's Steak & Sea House,3302 W 26th St,Erie ,16506,(814) 838-6718,yellow_pages
9843,9844,Panos' Restaurant,1504 W 38th St,Erie ,16508,(814) 866-0517,yellow_pages
9844,9845,Petra Restaurant,3602 W Lake Rd,Erie ,16505,(814) 838-7197,yellow_pages
9845,9846,Mama Mia's Pizzeria,5154 Peach St,Erie ,16509,(814) 864-3718,yellow_pages
9846,9847,Outback Steakhouse,2076 Interchange Rd,Erie ,16565,(814) 864-8513,yellow_pages
9847,9848,Teresa's Deli-Lakeshore,5360 W Lake Rd,Erie ,16505,(814) 833-6913,yellow_pages
9848,9849,Lorie's Wildridge Restaurant,5901 W Ridge Rd,Erie ,16506,(814) 838-3402,yellow_pages
9849,9850,Cheddar's,2085 Interchange Rd,Erie ,16509,(814) 864-9249,yellow_pages
9850,9851,Damon's,7165 Peach St,Erie ,16509,(814) 866-3802,yellow_pages
9851,9852,Citta Pasta,6660 Peach St Unit 1,Erie ,16509,(814) 860-8601,yellow_pages
9852,9853,Cianci's Motel,399 Mercer Rd,Greenville ,16125,(724) 638-4923,yellow_pages
9853,9854,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
9854,9855,Olive Garden Italian Restaurant,,,,,yellow_pages
9855,9856,Torero's Authentic Mexican,1940 Douglas Pkwy,Erie ,16509,(814) 580-9354,yellow_pages
9856,9857,McKean Pizza,9003 Main St,Mc Kean ,16426,(814) 476-1577,yellow_pages
9857,9858,Beechwood Restaurant Bar-Grill,6401 Gorski Rd,Fairview ,16415,(814) 833-0527,yellow_pages
9858,9859,Olive Garden Italian Restaurant,,,,,yellow_pages
9859,9860,B W's Grill,6467 Sterrettania Rd,Fairview ,16415,(814) 838-7647,yellow_pages
9860,9861,Great American Grill,2225 Downs Dr,Erie ,16509,(814) 314-0347,yellow_pages
9861,9862,Cracker Barrel Old Country Store,7810 Interstate Dr,Erie ,16509,(814) 868-2500,yellow_pages
9862,9863,Texas Roadhouse,7475 Peach St,Erie ,16509,(814) 864-9494,yellow_pages
9863,9864,Lorie's Wildridge Restaurant,5455 W Ridge Rd Ste A,Erie ,16506,(814) 838-3402,yellow_pages
9864,9865,Pittsburgh Inn,3725 W Lake Rd,Erie ,16505,(814) 833-0925,yellow_pages
9865,9866,Alto Cucina Inc,3531 W Lake Rd,Erie ,16505,(814) 835-3900,yellow_pages
9866,9867,Old Country Buffet,7200 Peach St Unit 14,Erie ,16509,(814) 866-5671,yellow_pages
9867,9868,Smokey Bones Bar & Fire Grill,2074 Interchange Rd,Erie ,16565,(814) 868-3388,yellow_pages
9868,9869,Raj Mahal Indian Restaurant,2740 W 12th St,Erie ,16505,(814) 838-1055,yellow_pages
9869,9870,Quaker Steak & Lube,7851 Peach St,Erie ,16509,(814) 864-9464,yellow_pages
9870,9871,Buffalo Wild Wings,2099 Interchange Rd,Erie ,16509,(814) 868-9464,yellow_pages
9871,9872,O'Charley's,2077 Interchange Rd,Erie ,16509,(814) 464-2957,yellow_pages
9872,9873,Perkins Restaurant & Bakery,4403 Peach St,Erie ,16509,(814) 864-0497,yellow_pages
9873,9874,Olive Garden Italian Restaurant,5945 Peach St,Erie ,16509,(814) 580-9737,yellow_pages
9874,9875,Imperial China Buffet,5138 Peach St,Erie ,16509,(814) 864-3700,yellow_pages
9875,9876,Barbato's Italian Restaurants & Pizzeria,1529 W 38th St,Erie ,16508,(814) 868-1111,yellow_pages
9876,9877,Hoss's Steak & Sea House,3302 W 26th St,Erie ,16506,(814) 838-6718,yellow_pages
9877,9878,Panos' Restaurant,1504 W 38th St,Erie ,16508,(814) 866-0517,yellow_pages
9878,9879,Petra Restaurant,3602 W Lake Rd,Erie ,16505,(814) 838-7197,yellow_pages
9879,9880,Mama Mia's Pizzeria,5154 Peach St,Erie ,16509,(814) 864-3718,yellow_pages
9880,9881,Outback Steakhouse,2076 Interchange Rd,Erie ,16565,(814) 864-8513,yellow_pages
9881,9882,Teresa's Deli-Lakeshore,5360 W Lake Rd,Erie ,16505,(814) 833-6913,yellow_pages
9882,9883,Lorie's Wildridge Restaurant,5901 W Ridge Rd,Erie ,16506,(814) 838-3402,yellow_pages
9883,9884,Cheddar's,2085 Interchange Rd,Erie ,16509,(814) 864-9249,yellow_pages
9884,9885,Damon's,7165 Peach St,Erie ,16509,(814) 866-3802,yellow_pages
9885,9886,Citta Pasta,6660 Peach St Unit 1,Erie ,16509,(814) 860-8601,yellow_pages
9886,9887,Cianci's Motel,399 Mercer Rd,Greenville ,16125,(724) 638-4923,yellow_pages
9887,9888,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
9888,9889,Olive Garden Italian Restaurant,,,,,yellow_pages
9889,9890,Torero's Authentic Mexican,1940 Douglas Pkwy,Erie ,16509,(814) 580-9354,yellow_pages
9890,9891,Red Lobster,2040 Edinboro Rd,Erie ,16509,(814) 868-7506,yellow_pages
9891,9892,Super China Buffet,4341 W Ridge Rd,Erie ,16506,(814) 833-3998,yellow_pages
9892,9893,Little Tokyo,654 Millcreek Mall,Erie ,16565,(814) 868-4909,yellow_pages
9893,9894,Peking,5526 Peach St,Erie ,16509,(814) 866-8000,yellow_pages
9894,9895,Chan An Buffet,5526 Peach St,Erie ,16509,(814) 459-1388,yellow_pages
9895,9896,Butch's Place,3330 W 26th St Ste 25,Erie ,16506,(814) 835-3372,yellow_pages
9896,9897,Chopsticks Erie Inc,3444 W Lake Rd,Erie ,16505,(814) 833-3339,yellow_pages
9897,9898,Golden Corral Restaurants,7500 Peach St,Erie ,16509,(814) 864-3488,yellow_pages
9898,9899,Fuddruckers,5800 Peach St,Erie ,16565,(814) 868-2800,yellow_pages
9899,9900,Ginny's Place,4001 W Ridge Rd,Erie ,16506,(814) 520-8038,yellow_pages
9900,9901,Max & Erma's,2078 Interchange Rd,Erie ,16565,(814) 860-3332,yellow_pages
9901,9902,Torero's Authentic Mexican,1940 Douglas Pkwy,Erie ,16509,(814) 580-9354,yellow_pages
9902,9903,LongHorn Steakhouse,6750 Peach St,Erie ,16509,(814) 866-7003,yellow_pages
9903,9904,Peppino's Italian Chop House,6590 W Lake Rd,Fairview ,16415,(814) 474-2016,yellow_pages
9904,9905,Luckyman's Restaurant,3651 W 12th St,Erie ,16505,(814) 464-9194,yellow_pages
9905,9906,T.G.I. Friday's,6755 Peach St,Erie ,16509,(814) 868-9655,yellow_pages
9906,9907,Little Taipei,2421 Asbury Rd Unit 6,Erie ,16506,(814) 836-9000,yellow_pages
9907,9908,Hibachi Japanese Steak House,3000 W 12th St,Erie ,16505,(814) 838-2495,yellow_pages
9908,9909,Rag Magal Indian Restaurant,5618 Peach St,Erie ,16509,(814) 838-1055,yellow_pages
9909,9910,Panera Bread,1935 Keystone Dr,Erie ,16509,(814) 866-7588,yellow_pages
9910,9911,China Max,654 Millcreek Mall,Erie ,16565,(814) 868-4909,yellow_pages
9911,9912,Golden Wok Chinese Restaurant,3202 Pittsburgh Ave,Erie ,16508,(814) 836-9657,yellow_pages
9912,9913,Boston's,8071 Peach St,Erie ,16509,(814) 217-1140,yellow_pages
9913,9914,Eat 'n Park,7355 Peach St,Erie ,16509,(814) 866-3970,yellow_pages
9914,9915,Tic Toc Restaurant,MILLCREEK Mall,Erie ,16565,(814) 868-5211,yellow_pages
9915,9916,Ruby Tuesday,700 Millcreek Mall,Erie ,16565,(814) 866-7744,yellow_pages
9916,9917,Aoyama Inc,970 Millcreek Mall,Erie ,16565,(814) 868-7999,yellow_pages
9917,9918,Ringside Restaurant,3202 Sterrettania Rd,Erie ,16506,(814) 833-8444,yellow_pages
9918,9919,Teresa's Italian Deli,3203 Greengarden Blvd,Erie ,16508,(814) 864-5322,yellow_pages
9919,9920,Taki's Restaurant,2933 W 12th St,Erie ,16505,(814) 833-1798,yellow_pages
9920,9921,Teresa's Italian Deli,3203 Greengarden Blvd,Erie ,16508,(814) 864-5322,yellow_pages
9921,9922,Taki's Restaurant,2933 W 12th St,Erie ,16505,(814) 833-1798,yellow_pages
9922,9923,Chuck E. Cheese's,7200 Peach St,Erie ,16509,(814) 864-3100,yellow_pages
9923,9924,Applebee's,7790 Peach St,Erie ,16509,(814) 866-8210,yellow_pages
9924,9925,Applebee's,2911 W 12th St,Erie ,16505,(814) 838-1144,yellow_pages
9925,9926,Hong Kong Chinese Restaurant,2887 W 26th St,Erie ,16506,(814) 833-5709,yellow_pages
9926,9927,Chef's Table,5901 W Ridge Rd,Erie ,16506,(814) 838-3727,yellow_pages
9927,9928,Theodore's Restaurant Inc,9690 W Lake Rd,Lake City ,16423,(814) 774-7271,yellow_pages
9928,9929,Mike N' Dangelo's,137 Main St E,Girard ,16417,(814) 774-0332,yellow_pages
9929,9930,Crossroads Diner,101 W Plum St,Edinboro ,16412,(814) 273-4242,yellow_pages
9930,9931,Dominick's 24 Hour Eatery,123 E 12th St,Erie ,16501,(814) 456-6891,yellow_pages
9931,9932,Panera Bread,2501 W 12th St,Erie ,16505,(814) 833-9101,yellow_pages
9932,9933,Fat Willies Wing House,205 Waterford St,Edinboro ,16412,(814) 734-5187,yellow_pages
9933,9934,Main Moon Chinese Restaurant,102 Erie St,Edinboro ,16412,(814) 734-2222,yellow_pages
9934,9935,Pineapple Eddie Southern Bistro,1402 W 10th St,Erie ,16502,(814) 454-0700,yellow_pages
9935,9936,Perkins Restaurant & Bakery,207 W Plum St,Edinboro ,16412,(814) 734-4600,yellow_pages
9936,9937,Mi Scuzi Ristorante Italiano,2641 Myrtle St,Erie ,16508,(814) 454-4533,yellow_pages
9937,9938,Matthew's Trattoria Corp,153 E 13th St,Erie ,16503,(814) 459-6458,yellow_pages
9938,9939,Barbatos,1214 E 38th St,Erie ,16504,(814) 864-9999,yellow_pages
9939,9940,Teresa's Italian Deli,810 E 38th St,Erie ,16504,(814) 459-1145,yellow_pages
9940,9941,Stanganelli's Italian Foods,1621 W 26th St,Erie ,16508,(814) 459-0101,yellow_pages
9941,9942,Panera Bread,4014 Peach St,Erie ,16509,(814) 864-2640,yellow_pages
9942,9943,Sandbar,2835 W 8th St,Erie ,16505,(814) 464-8880,yellow_pages
9943,9944,Michelina Pizzeria and Trattoria,653 W 26th St,Erie ,16508,(814) 480-6850,yellow_pages
9944,9945,Perkins Restaurant & Bakery,290 W Plum St,Edinboro ,16412,(814) 734-4600,yellow_pages
9945,9946,Jake's On The Park,17 N Park Row,Waterford ,16441,(814) 796-0201,yellow_pages
9946,9947,Carini Restaurant,118 High St,Waterford ,16441,(814) 796-2585,yellow_pages
9947,9948,Three B Saloon,732 W 4th St,Erie ,16507,(814) 451-0007,yellow_pages
9948,9949,Parsons Restaurant Inc,262 W 8th St,Erie ,16501,(814) 454-0100,yellow_pages
9949,9950,Erie Fine Dining,317 W 6th St,Erie ,16507,(814) 453-6921,yellow_pages
9950,9951,Like My Thai,827 State St,Erie ,16501,(814) 455-1026,yellow_pages
9951,9952,Shirley's Country Kitchen,5924 Old French Rd,Erie ,16509,(814) 864-9296,yellow_pages
9952,9953,Rose Garden Cafe,815 State St,Erie ,16501,(814) 864-3091,yellow_pages
9953,9954,Calamari's Squid Row,1317 State St,Erie ,16501,(814) 459-4276,yellow_pages
9954,9955,Hyatt's Old Fashioned Rstrnt,928 W Erie Plz,Erie ,16505,(814) 456-0102,yellow_pages
9955,9956,George's Restaurant,2614 Glenwood Park Ave,Erie ,16508,(814) 455-0860,yellow_pages
9956,9957,Barbato's Italian Restaurant,7472 Perry Hwy,Erie ,16509,(814) 864-9999,yellow_pages
9957,9958,D & E's Pizza House,2829 Raspberry St,Erie ,16508,(814) 864-7700,yellow_pages
9958,9959,Colao's Ristorante,2826 Plum St,Erie ,16508,(814) 866-9621,yellow_pages
9959,9960,Ling Ling,1526 W 26th St # B,Erie ,16508,(814) 452-3888,yellow_pages
9960,9961,Maggie's China Inn,201 S High St,Waterford ,16441,(814) 796-8878,yellow_pages
9961,9962,Eat 'n Park,2519 W 12th St,Erie ,16505,(814) 838-9125,yellow_pages
9962,9963,Quaker Steak & Lube,2826 W 8th St,Erie ,16505,(814) 833-8875,yellow_pages
9963,9964,Betty's Dinor,132 High St,Waterford ,16441,(814) 796-6325,yellow_pages
9964,9965,Great Wall Restaurant,1326 E Grandview Blvd,Erie ,16504,(814) 825-2199,yellow_pages
9965,9966,Avantis Restaurant,1662 W 8th St,Erie ,16505,(814) 456-3096,yellow_pages
9966,9967,Fortune Garden,1210 W 26th St # 4,Erie ,16508,(814) 454-8881,yellow_pages
9967,9968,The Breakfast Place,4108 Peach St,Erie ,16509,(814) 864-2727,yellow_pages
9968,9969,Peggy's Liberty Plaza Restaurant,3512 Liberty St,Erie ,16508,(814) 866-3216,yellow_pages
9969,9970,Barbato's Italian Restaurant,1164 W 6th St,Erie ,16507,(814) 452-0100,yellow_pages
9970,9971,Pizza Pasta Inc,1214 E 38th St,Erie ,16504,(814) 455-4525,yellow_pages
9971,9972,Chan An Restaurant,1010 W Erie Plz,Erie ,16505,(814) 459-1388,yellow_pages
9972,9973,Z Best Bar-B-Que,202 E 21st St,Erie ,16503,(814) 636-3899,yellow_pages
9973,9974,Barbato's Italian Restaurant & Pizzeria,1707 State St,Erie ,16501,(814) 459-2158,yellow_pages
9974,9975,Perkins Restaurant & Bakery,2714 W 8th St,Erie ,16505,(814) 833-7612,yellow_pages
9975,9976,Palm Mid East-Gyro-Halal Meat,2702 Parade St,Erie ,16504,(814) 454-4455,yellow_pages
9976,9977,Pufferbelly Restaurant & Bar,414 French St,Erie ,16507,(814) 454-1557,yellow_pages
9977,9978,Ricardo's Restaurant,2112 E Lake Rd,Erie ,16511,(814) 455-4947,yellow_pages
9978,9979,Smugglers' Wharf Inc,3 State St,Erie ,16507,(814) 459-4273,yellow_pages
9979,9980,Rum Runners Cove,2 State St,Erie ,16507,(814) 454-7160,yellow_pages
9980,9981,The Breadbasket,219 N Main St,Newton ,67114,(316) 283-3811,yellow_pages
9981,9982,Cholitas Mexican Restaurant,8987 W Central Ave,Wichita ,67212,(316) 722-3711,yellow_pages
9982,9983,Whistle Stop Cafe,106 Main St,Walton ,67151,(620) 837-3236,yellow_pages
9983,9984,Lee's Chinese Restaurant,6215 W Kellogg Dr,Wichita ,67209,(316) 942-8822,yellow_pages
9984,9985,Creations Restaurant,4996 NE 150 Ave,Cheney ,67025,(316) 542-9888,yellow_pages
9985,9986,Hog Wild Pit Bar-B-Q,,Wichita ,67201,(316) 945-9550,yellow_pages
9986,9987,Olive Garden Italian Restaurant,,,,,yellow_pages
9987,9988,No 1 Kitchen,"1317 N Maize Rd Ste 107, Wichita KS, 67212",Wichita ,67212,(316) 722-9999,yellow_pages
9988,9989,Jimmie's Diner,1519 S George Washington Dr,Wichita ,67211,(316) 558-5440,yellow_pages
9989,9990,Oklahoma Boy's BBQ,,,,(316) 452-5535,yellow_pages
9990,9991,Bite Me BBQ,132 N St Francis St,Wichita ,67202,(316) 729-2904,yellow_pages
9991,9992,Chuck E. Cheese's,,,,(316) 636-2298,yellow_pages
9992,9993,Reba's Restaurant,301 N Main St,Newton ,67114,(316) 284-9800,yellow_pages
9993,9994,Pop's Diner,115 N Walnut St,Peabody ,66866,(620) 983-2307,yellow_pages
9994,9995,Applebee's,601 N Manchester Ave,Newton ,67114,(316) 284-9366,yellow_pages
9995,9996,Dickey's Barbecue Pit,214 E 12th St,Newton ,67114,(316) 282-8009,yellow_pages
9996,9997,Red Coach Restaurant,1301 E 1st St,Newton ,67114,(316) 283-3699,yellow_pages
9997,9998,China Garden,903 S Kansas Ave,Newton ,67114,(316) 284-2000,yellow_pages
9998,9999,Genova Italian Restaurant,1021 Washington Rd,Newton ,67114,(316) 587-8099,yellow_pages
9999,10000,Beck's Burger Garage,1400 S Kansas Ave Ste 600,Newton ,67114,(316) 283-3000,yellow_pages
10000,10001,C J's Pancake House,1525 E 1st St,Newton ,67114,(316) 283-5653,yellow_pages
10001,10002,Jacky Chen,512 N Main St,Newton ,67114,(316) 283-3388,yellow_pages
10002,10003,Great Wall Chinese Restaurant,2305 S Kansas Rd Ste 102,Newton ,67114,(316) 283-6668,yellow_pages
10003,10004,Chong's Restaurant,1816 N Main St,Newton ,67114,(316) 283-8250,yellow_pages
10004,10005,Ruffnios Italian Restaurant,4 Leonard Ct,Hesston ,67062,(620) 327-0108,yellow_pages
10005,10006,China Inn Restaurant,2300 N Anderson Ave,Newton ,67114,(316) 283-6295,yellow_pages
10006,10007,Gallaway's Restaurant,4 Leonard Ct,Hesston ,67062,(620) 327-2447,yellow_pages
10007,10008,Water's Edge,701 S Main St,Hesston ,67062,(620) 327-4099,yellow_pages
10008,10009,Big Jim's Bar B-Q,3815 SW 24th St,Newton ,67114,(316) 283-4082,yellow_pages
10009,10010,Le J's Bar-B-Q,601 SE 36th St Ste 108,Newton ,67114,(316) 283-0802,yellow_pages
10010,10011,Southrock Billards Sports,2020 S Rock Rd,Wichita ,67207,(316) 651-0444,yellow_pages
10011,10012,Olive Garden Italian Restaurant,323 N Rock Rd,Wichita ,67206,(316) 512-7809,yellow_pages
10012,10013,The Breadbasket,219 N Main St,Newton ,67114,(316) 283-3811,yellow_pages
10013,10014,Lemonde Cafe & Deli,602 W 21st St N,Wichita ,67203,(316) 943-4347,yellow_pages
10014,10015,Meddys,7906 E Harry St,Wichita ,67207,(316) 512-3119,yellow_pages
10015,10016,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
10016,10017,Hog Wild Pit Bar-B-Q,,Wichita ,67201,(316) 945-9550,yellow_pages
10017,10018,Olive Garden Italian Restaurant,,,,,yellow_pages
10018,10019,Legends,2098 S Airport Rd,Wichita ,67209,(316) 945-1966,yellow_pages
10019,10020,The Breadbasket,219 N Main St,Newton ,67114,(316) 283-3811,yellow_pages
10020,10021,Cholitas Mexican Restaurant,8987 W Central Ave,Wichita ,67212,(316) 722-3711,yellow_pages
10021,10022,Whistle Stop Cafe,106 Main St,Walton ,67151,(620) 837-3236,yellow_pages
10022,10023,Lee's Chinese Restaurant,6215 W Kellogg Dr,Wichita ,67209,(316) 942-8822,yellow_pages
10023,10024,Creations Restaurant,4996 NE 150 Ave,Cheney ,67025,(316) 542-9888,yellow_pages
10024,10025,Hog Wild Pit Bar-B-Q,,Wichita ,67201,(316) 945-9550,yellow_pages
10025,10026,Olive Garden Italian Restaurant,,,,,yellow_pages
10026,10027,No 1 Kitchen,"1317 N Maize Rd Ste 107, Wichita KS, 67212",Wichita ,67212,(316) 722-9999,yellow_pages
10027,10028,Jimmie's Diner,1519 S George Washington Dr,Wichita ,67211,(316) 558-5440,yellow_pages
10028,10029,Oklahoma Boy's BBQ,,,,(316) 452-5535,yellow_pages
10029,10030,Bite Me BBQ,132 N St Francis St,Wichita ,67202,(316) 729-2904,yellow_pages
10030,10031,Chuck E. Cheese's,,,,(316) 636-2298,yellow_pages
10031,10032,Reba's Restaurant,301 N Main St,Newton ,67114,(316) 284-9800,yellow_pages
10032,10033,Pop's Diner,115 N Walnut St,Peabody ,66866,(620) 983-2307,yellow_pages
10033,10034,Applebee's,601 N Manchester Ave,Newton ,67114,(316) 284-9366,yellow_pages
10034,10035,Dickey's Barbecue Pit,214 E 12th St,Newton ,67114,(316) 282-8009,yellow_pages
10035,10036,Red Coach Restaurant,1301 E 1st St,Newton ,67114,(316) 283-3699,yellow_pages
10036,10037,China Garden,903 S Kansas Ave,Newton ,67114,(316) 284-2000,yellow_pages
10037,10038,Genova Italian Restaurant,1021 Washington Rd,Newton ,67114,(316) 587-8099,yellow_pages
10038,10039,Beck's Burger Garage,1400 S Kansas Ave Ste 600,Newton ,67114,(316) 283-3000,yellow_pages
10039,10040,C J's Pancake House,1525 E 1st St,Newton ,67114,(316) 283-5653,yellow_pages
10040,10041,Jacky Chen,512 N Main St,Newton ,67114,(316) 283-3388,yellow_pages
10041,10042,Great Wall Chinese Restaurant,2305 S Kansas Rd Ste 102,Newton ,67114,(316) 283-6668,yellow_pages
10042,10043,Chong's Restaurant,1816 N Main St,Newton ,67114,(316) 283-8250,yellow_pages
10043,10044,Ruffnios Italian Restaurant,4 Leonard Ct,Hesston ,67062,(620) 327-0108,yellow_pages
10044,10045,China Inn Restaurant,2300 N Anderson Ave,Newton ,67114,(316) 283-6295,yellow_pages
10045,10046,Gallaway's Restaurant,4 Leonard Ct,Hesston ,67062,(620) 327-2447,yellow_pages
10046,10047,Water's Edge,701 S Main St,Hesston ,67062,(620) 327-4099,yellow_pages
10047,10048,Big Jim's Bar B-Q,3815 SW 24th St,Newton ,67114,(316) 283-4082,yellow_pages
10048,10049,Le J's Bar-B-Q,601 SE 36th St Ste 108,Newton ,67114,(316) 283-0802,yellow_pages
10049,10050,Southrock Billards Sports,2020 S Rock Rd,Wichita ,67207,(316) 651-0444,yellow_pages
10050,10051,Olive Garden Italian Restaurant,323 N Rock Rd,Wichita ,67206,(316) 512-7809,yellow_pages
10051,10052,The Breadbasket,219 N Main St,Newton ,67114,(316) 283-3811,yellow_pages
10052,10053,Lemonde Cafe & Deli,602 W 21st St N,Wichita ,67203,(316) 943-4347,yellow_pages
10053,10054,Meddys,7906 E Harry St,Wichita ,67207,(316) 512-3119,yellow_pages
10054,10055,Iron Works Barbeque,,,,(512) 478-4856,yellow_pages
10055,10056,Hog Wild Pit Bar-B-Q,,Wichita ,67201,(316) 945-9550,yellow_pages
10056,10057,Olive Garden Italian Restaurant,,,,,yellow_pages
10057,10058,Legends,2098 S Airport Rd,Wichita ,67209,(316) 945-1966,yellow_pages
10058,10059,Lemonde Cafe & Deli,602 W 21st St N,Wichita ,67203,(316) 943-4347,yellow_pages
10059,10060,Legends,2098 S Airport Rd,Wichita ,67209,(316) 945-1966,yellow_pages
10060,10061,Oklahoma Boy's BBQ,114 E 7th Ave,Augusta ,67010,(316) 440-2944,yellow_pages
10061,10062,Olive Garden Italian Restaurant,2641 N Maize Rd,Wichita ,67205,(316) 512-7794,yellow_pages
10062,10063,DeFazios,2706 N Amidon Ave,Wichita ,67204,(316) 838-0709,yellow_pages
10063,10064,Olive Garden Italian Restaurant,1718 N Rock Rd,Derby ,67037,(316) 512-7810,yellow_pages
10064,10065,Fresh Roast Coffee Co,2 N Clifton Ave,Wichita ,67208,(316) 778-0846,yellow_pages
10065,10066,Its A Wrap,,,,(316) 612-9339,yellow_pages
10066,10067,Panera Bread,,,,(316) 636-5446,yellow_pages
10067,10068,La Tapatilla,"1953 S Seneca St, Wichita KS, 67213",Wichita ,67213,(316) 263-1287,yellow_pages
10068,10069,Pie Five Pizza Co,"2755 New Maze rd, Wichita KS, 67207",Wichita ,67207,(316) 613-2828,yellow_pages
10069,10070,The Breadbasket,219 N Main St,Newton ,67114,(316) 283-3811,yellow_pages
10070,10071,Taste of New Orleans,411 N Main St,Newton ,67114,(316) 804-7041,yellow_pages
10071,10072,Casa Fiesta Mexican Restaurant,1607 N Main St,Newton ,67114,(316) 283-7960,yellow_pages
10072,10073,Acapulco Mexican Restaurant,217 W Broadway St,Newton ,67114,(316) 283-6026,yellow_pages
10073,10074,Karen's Kitchen,701 N Main St,Newton ,67114,(316) 804-4573,yellow_pages
10074,10075,Huddle House,1410 E Broadway Ct,Newton ,67114,(316) 804-4970,yellow_pages
