#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.address,ltable.city,ltable.name,ltable.phone,ltable.state,ltable.zipcode,rtable.address,rtable.city,rtable.name,rtable.phone,rtable.state,rtable.zipcode
65364,1683,1702,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
65368,1683,1714,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
65374,1683,1742,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
65378,1683,1762,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
65637,1688,244,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
65659,1688,738,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
65673,1688,814,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
65694,1688,1211,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1360 El Camino Real,Belmont,The Iron Gate,(650) 592-7893,CA,94002.0
65707,1688,1308,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
65723,1688,1382,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
65728,1688,1414,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
65729,1688,1417,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
65732,1688,1451,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
65744,1688,1702,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
65748,1688,1714,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
65754,1688,1742,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
65758,1688,1762,1360 El Camino Real,Belmont ,Iron Gate Restaurant,(650) 592-7893,CA,94002.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
65787,1692,1076,443 Emerson St,Palo Alto ,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0,443 Emerson St,Palo Alto,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0
65788,1692,1473,443 Emerson St,Palo Alto ,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0,443 Emerson St,Palo Alto,Jing-Jing Szechwan Hunan Gourmet,(650) 328-6885,CA,94301.0
65829,1693,244,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
65851,1693,738,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
65865,1693,814,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
65899,1693,1308,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
65915,1693,1382,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
65920,1693,1414,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
65921,1693,1417,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
65924,1693,1451,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
65936,1693,1702,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
65940,1693,1714,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
65946,1693,1742,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
65950,1693,1762,3001 El Camino Real,Redwood City ,Chantilly Restaurant,(650) 321-4080,CA,94061.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
65986,1694,93,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,110 E El Camino Real,Sunnyvale,Pizza My Heart,(408) 245-4100,CA,94087.0
66020,1694,245,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,2002 El Camino Real,Santa Clara,MOD Pizza,,CA,95050.0
66068,1694,1119,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
66108,1694,1402,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
66113,1694,1442,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
66134,1694,1732,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1225 El Camino Real,Menlo Park,Round Table Pizza,(650) 321-6861,CA,94025.0
66135,1694,1738,1225 El Camino Real,Menlo Park ,Round Table Pizza,(650) 321-6861,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
66323,1700,1402,989 El Camino Real,Menlo Park ,Applewood,(650) 328-1556,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
66324,1700,1407,989 El Camino Real,Menlo Park ,Applewood,(650) 328-1556,CA,94025.0,989 El Camino Real,Menlo Park,Applewood 2-Go,(650) 328-1556,CA,94025.0
66350,1700,1738,989 El Camino Real,Menlo Park ,Applewood,(650) 328-1556,CA,94025.0,1001 El Camino Real,Menlo Park,Applewood Pizza,(650) 324-3486,CA,94025.0
66352,1700,1744,989 El Camino Real,Menlo Park ,Applewood,(650) 328-1556,CA,94025.0,989 El Camino Real,Menlo Park,Applewood 2-Go,(650) 328-1556,CA,94025.0
66645,1703,244,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
66661,1703,334,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,980 El Camino Real,Santa Clara,Euro Market,(408) 244-9723,CA,95050.0
66667,1703,738,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
66681,1703,814,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
66715,1703,1308,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
66731,1703,1382,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
66736,1703,1414,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
66737,1703,1417,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
66740,1703,1451,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
66752,1703,1702,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
66756,1703,1714,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
66762,1703,1742,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
66766,1703,1762,751 El Camino Real,Menlo Park ,Cook's Seafood Restaurant & Market,(650) 600-3490,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
66795,1704,763,1725 Woodside Rd,Redwood City ,Lucias,(650) 365-3811,CA,94061.0,1725 Woodside Rd,Redwood City,Villa Lucias,(650) 365-3811,CA,94061.0
67111,1707,1380,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,100 El Camino Real,Menlo Park,Stanford Park Hotel,(650) 322-1234,CA,94025.0
67114,1707,1390,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,100 El Camino Real,Menlo Park,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0
67124,1707,1481,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,1011 El Camino Real,Menlo Park,Menlo Pilates & Yoga,(408) 480-8977,CA,94025.0
67151,1707,1785,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,1011 El Camino Real,Menlo Park,Menlo Pilates & Yoga,(408) 480-8977,CA,94025.0
67158,1707,1815,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,1039 El Camino Real,Menlo Park,Su Hong-Menlo Park,(650) 323-6852,CA,94025.0
67167,1707,1845,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,1000 El Camino Real,Atherton,Menlo College,(650) 543-3723,CA,94027.0
67168,1707,1859,888 El Camino Real,Menlo Park ,Jeffrey's Hamburgers Menlo Park,(650) 322-1959,CA,94025.0,100 El Camino Real,Menlo Park,Stanford Park Hotel,(650) 322-1234,CA,94025.0
67182,1712,1427,3607 Alameda De Las Pulgas,Menlo Park ,Flea Street Cafe,(650) 854-1226,CA,94025.0,3607 Alameda de Las Pulgas,Menlo Park,Flea Street,(650) 854-1226,CA,94025.0
67184,1715,1129,520 Cowper Street (At The Garden Court Hotel),Palo Alto ,Il Fornaio,(650) 853-3888,CA,94301.0,520 Cowper Street,Palo Alto,Il Fornaio,(650) 853-3888,CA,94301.0
67186,1716,683,593G Woodside Rd,Redwood City ,Karakade,(650) 365-4079,CA,94061.0,593 G Woodside Rd,Redwood City,Karakade Thai Cuisine,(650) 365-4079,CA,94061.0
67245,1719,692,2560 El Camino Real,Redwood City ,Pronto Rotisserie & Pizzeria,(650) 365-9978,CA,94061.0,2560 El Camino Real,Redwood City,Pronto Rotisserie & Pizzeria,(650) 365-9978,CA,94061.0
67429,1722,310,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,2280 El Camino Real,Santa Clara,La Paloma,(408) 247-0990,CA,95050.0
67441,1722,752,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,2747 El Camino Real,Redwood City,La Biscotteria,(650) 366-4888,CA,94061.0
67466,1722,1119,2761 El Camino Real,Redwood City ,La Costa,(650) 261-0590,CA,94061.0,855 El Camino Real,Palo Alto,Nespresso Boutique at Sur La Table,(800) 562-1465,CA,94301.0
67758,1727,705,768 Woodside Rd,Redwood City ,El Grullense Grill,(650) 368-3325,CA,94061.0,768 Woodside Rd,Redwood City,El Grullense Grill,(650) 368-3325,CA,94061.0
67770,1729,110,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,411 E El Camino Real,Sunnyvale,Katana Sushi & Sake,(408) 746-3000,CA,94087.0
67772,1729,116,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,595 E El Camino Real,Sunnyvale,Olleh Sushi and Tofu House,(408) 830-0628,CA,94086.0
67799,1729,244,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
67810,1729,294,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,2789 El Camino Real,Santa Clara,Sushi O Sushi,(408) 241-1677,CA,95051.0
67821,1729,738,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
67835,1729,814,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
67869,1729,1308,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
67885,1729,1382,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
67890,1729,1414,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
67891,1729,1417,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
67894,1729,1451,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
67895,1729,1468,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1328 El Camino Real,Menlo Park,Naomi Sushi,(650) 321-6902,CA,94025.0
67901,1729,1508,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,925 El Camino Real,Menlo Park,Akasaka Sushi,(650) 325-0444,CA,94025.0
67906,1729,1702,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
67910,1729,1714,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
67913,1729,1729,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1328 El Camino Real,Menlo Park,Naomi Sushi,(650) 321-6902,CA,94025.0
67916,1729,1742,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
67920,1729,1762,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
67928,1729,1810,211 El Camino Real,Menlo Park ,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0,925 El Camino Real,Menlo Park,Akasaka Sushi,(650) 325-0444,CA,94025.0
67949,1730,682,593 Woodside Rd,Redwood City ,Diner Japonica,(650) 364-4649,CA,94061.0,593 Woodside Rd,Redwood City,Diner Japonica,(650) 364-4649,CA,94061.0
67959,1732,687,30 Woodside Plz,Redwood City ,Ocean Garden Sushi And Gourmet Seafood,(650) 261-0799,CA,94061.0,30 Woodside Plz,Redwood City,Sushi Plus,(650) 261-0799,CA,94061.0
67960,1733,687,30 Woodside Plz,Redwood City ,Sushi Plus,(650) 261-0799,CA,94061.0,30 Woodside Plz,Redwood City,Sushi Plus,(650) 261-0799,CA,94061.0
67963,1736,39,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,146 W El Camino Real,Sunnyvale,The Habit Burger Grill,(408) 774-9015,CA,94087.0
67985,1736,174,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,980 El Camino Real,Santa Clara,Euro Grill,(408) 244-9745,CA,95050.0
67990,1736,194,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,2135 El Camino Real,Santa Clara,Burma Bistro,(408) 372-5422,CA,95050.0
67998,1736,237,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,2000 El Camino Real,Santa Clara,The Habit Burger Grill,(408) 244-2856,CA,95050.0
68079,1736,1343,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,1397 El Camino Real,Belmont,Sumac Mediterranean Grill,(650) 592-2107,CA,94002.0
68090,1736,1390,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,100 El Camino Real,Menlo Park,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0
68100,1736,1481,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,1011 El Camino Real,Menlo Park,Menlo Pilates & Yoga,(408) 480-8977,CA,94025.0
68127,1736,1785,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,1011 El Camino Real,Menlo Park,Menlo Pilates & Yoga,(408) 480-8977,CA,94025.0
68143,1736,1845,100 El Camino Real,Menlo Park ,Menlo Grill Bistro & Bar,(650) 330-2790,CA,94025.0,1000 El Camino Real,Atherton,Menlo College,(650) 543-3723,CA,94027.0
68152,1738,817,2505 Middlefield Rd,Redwood City ,Las Juntas Restaurant,(650) 329-0123,CA,94063.0,2505 Middlefield Rd,Redwood City,Las Juntas Restaurant,(650) 329-0123,CA,94063.0
68763,1744,244,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
68785,1744,738,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
68799,1744,814,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
68833,1744,1308,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
68849,1744,1382,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
68854,1744,1414,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
68855,1744,1417,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
68858,1744,1451,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
68870,1744,1702,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
68874,1744,1714,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
68880,1744,1742,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
68884,1744,1762,67 El Camino Real,Palo Alto ,Hobees Restaurant,(650) 327-4111,CA,94301.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
68926,1745,116,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,595 E El Camino Real,Sunnyvale,Olleh Sushi and Tofu House,(408) 830-0628,CA,94086.0
68931,1745,152,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,909 W El Camino Real,Sunnyvale,Thai Spoons,(408) 739-1798,CA,94087.0
68940,1745,192,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2325 El Camino Real,Santa Clara,Dusita Thai Cuisine,(408) 247-5199,CA,95050.0
68953,1745,244,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2110 El Camino Real,Santa Clara,China Stix Restaurant,(408) 244-1684,CA,95050.0
68975,1745,738,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
68980,1745,777,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,825 El Camino Real,Redwood City,Bangkok Bay Thai Cuisine,(650) 365-5369,CA,94063.0
68989,1745,814,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1742 El Camino Real,Redwood City,Thai House Restaurant,(650) 299-9495,CA,94063.0
69001,1745,1100,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,855 El Camino Real,Palo Alto,Village Cheese House,(650) 326-9251,CA,94301.0
69023,1745,1308,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,2507 S El Camino Real,San Mateo,Oceanic Restaurant,(650) 570-4234,CA,94403.0
69032,1745,1354,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,366 El Camino Real,San Carlos,Sirayvah Organic Thai,(650) 637-1500,CA,94070.0
69039,1745,1382,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
69044,1745,1414,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
69045,1745,1417,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,211 El Camino Real,Menlo Park,Koma Sushi Restaurant,(650) 321-5662,CA,94025.0
69048,1745,1451,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
69060,1745,1702,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1438 El Camino Real,Menlo Park,Gombei Japanese Restaurant,(650) 329-1799,CA,94025.0
69064,1745,1714,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1368 El Camino Real,Menlo Park,Fey Restaurant,(650) 324-8888,CA,94025.0
69070,1745,1742,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,3001 El Camino Real,Redwood City,Chantilly Restaurant,(650) 321-4080,CA,94061.0
69074,1745,1762,1742 El Camino Real,Redwood City ,Thai House Restaurant,(650) 299-9495,CA,94063.0,1077 El Camino Real,Menlo Park,Trellis Restaurant,(650) 326-9028,CA,94025.0
69162,1746,702,1714 El Camino Real,Redwood City ,Taqueria Los Temos,(650) 780-0979,CA,94063.0,1630 El Camino Real,Redwood City,Tacos Los Gemelos,(650) 367-4987,CA,94063.0
69163,1746,712,1714 El Camino Real,Redwood City ,Taqueria Los Temos,(650) 780-0979,CA,94063.0,2561 El Camino Real,Redwood City,Panaderia Michoacan y Taqueria,(650) 365-1245,CA,94061.0
69173,1746,784,1714 El Camino Real,Redwood City ,Taqueria Los Temos,(650) 780-0979,CA,94063.0,1280 El Camino Real,Redwood City,Taqueria El Grullense,(650) 368-3737,CA,94063.0
69304,1748,110,2107 & 2111 El Camino Real,Palo Alto ,Odori Sushi Teppanyaki,(650) 327-2222,CA,94306.0,411 E El Camino Real,Sunnyvale,Katana Sushi & Sake,(408) 746-3000,CA,94087.0
69306,1748,116,2107 & 2111 El Camino Real,Palo Alto ,Odori Sushi Teppanyaki,(650) 327-2222,CA,94306.0,595 E El Camino Real,Sunnyvale,Olleh Sushi and Tofu House,(408) 830-0628,CA,94086.0
